Issuer_id,Week_1_,Week_2_,Week_3_,Week_4_,Week_5_,Week_6_,Week_7_,Week_8_,Week_9_,Week_10_,Week_11_,Week_12_,Week_13_,Week_14_,Week_15_,Week_16_,Week_17_,Week_18_,Week_19_,Week_20_,Week_21_,Week_22_,Week_23_,Week_24_,Week_25_,Week_26_,Week_27_,Week_28_,Week_29_,Week_30_,Week_31_,Week_32_,Week_33_,Week_34_,Week_35_,Week_36_,Week_37_,Week_38_,Week_39_,Week_40_,Week_41_,Week_42_,Week_43_,Week_44_,Week_45_,Week_46_,Week_47_,Week_48_,Week_49_,Week_50_,Week_51_,Week_52_,Week_53_,Week_54_,Week_55_,Week_56_,Week_57_,Week_58_,Week_59_,Week_60_,Week_61_,Week_62_,Week_63_,Week_64_,Week_65_,Week_66_,Week_67_,Week_68_,Week_69_,Week_70_,Week_71_,Week_72_,Week_73_,Week_74_,Week_75_,Week_76_,Week_77_,Week_78_,Week_79_,Week_80_,Week_81_,Week_82_,Week_83_,Week_84_,Week_85_,Week_86_,Week_87_,Week_88_,Week_89_,Week_90_,Week_91_,Week_92_,Week_93_,Week_94_,Week_95_,Week_96_,Week_97_,Week_98_,Week_99_,Weekend_1_,Weekend_2_,Weekend_3_,Weekend_4_,Weekend_5_,Weekend_6_,Weekend_7_,Weekend_8_,Weekend_9_,Weekend_10_,Weekend_11_,Weekend_12_,Weekend_13_,Weekend_14_,Weekend_15_,Weekend_16_,Weekend_17_,Weekend_18_,Weekend_19_,Weekend_20_,Weekend_21_,Weekend_22_,Weekend_23_,Weekend_24_,Weekend_25_,Weekend_26_,Weekend_27_,Weekend_28_,Weekend_29_,Weekend_30_,Weekend_31_,Weekend_32_,Weekend_33_,Weekend_34_,Weekend_35_,Weekend_36_,Weekend_37_,Weekend_38_,Weekend_39_,Weekend_40_,Weekend_41_,Weekend_42_,Weekend_43_,Weekend_44_,Weekend_45_,Weekend_46_,Weekend_47_,Weekend_48_,Weekend_49_,Weekend_50_,Weekend_51_,Weekend_52_,Weekend_53_,Weekend_54_,Weekend_55_,Weekend_56_,Weekend_57_,Weekend_58_,Weekend_59_,Weekend_60_,Weekend_61_,Weekend_62_,Weekend_63_,Weekend_64_,Weekend_65_,Weekend_66_,Weekend_67_,Weekend_68_,Weekend_69_,Weekend_70_,Weekend_71_,Weekend_72_,Weekend_73_,Weekend_74_,Weekend_75_,Weekend_76_,Weekend_77_,Weekend_78_,Weekend_79_,Weekend_80_,Weekend_81_,Weekend_82_,Weekend_83_,Weekend_84_,Weekend_85_,Weekend_86_,Weekend_87_,Weekend_88_,Weekend_89_,Weekend_90_,Weekend_91_,Weekend_92_,Weekend_93_,Weekend_94_,Weekend_95_,Weekend_96_,Weekend_97_,Weekend_98_,Weekend_99_
925657,1,0,0,4,0,0,0,0,1,25,33,0,17,870,0,5,57,2,82,198,12,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,21,4,0,109,23,0,0,0,99,199,279,12,2,15,14,0,2,1,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,3,4,0,0,4,1,0,0,1,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,1,0,3,51,0,0,0,1,0,0,0,0,1,0,0,45,0,26,318,0,13,30,0,61,43,5,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,4,3,0,19,0,0,0,0,11,40,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,0
346086,0,0,0,0,0,0,0,0,0,11,0,0,1,409,0,534,9,2,60,110,558,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,140,0,140,0,0,0,0,2,56,0,14,0,15,13,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,37,2,0,4,1,0,0,0,0,0,0,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,74,0,0,10,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,28,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934615,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,6,1,70,15,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,2,3,3,0,1,559,13,456,77,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,53,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,132,5,109,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359324,0,0,0,0,0,0,0,0,0,5,0,0,4,99,0,0,18,0,20,9,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1,0,111,80,0,11,0,133,0,0,0,5,132,9,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,12,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,12,0,1,0,2,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355607,0,0,0,0,0,0,0,0,0,17,0,0,9,72,0,57,8,0,87,52,299,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,633,666,0,178,0,2,0,0,0,70,0,25,0,10,3,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,20,63,107,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359326,0,0,0,0,0,0,0,0,0,18,2,0,1,54,0,18,8,9,7,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,307,273,0,27,0,7,0,0,0,3,0,4,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,20,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,80,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331794,0,0,0,0,0,0,0,0,0,5,1,0,6,143,0,106,18,2,41,97,54,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,473,583,9,75,0,1,0,0,0,19,0,7,0,2,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,75,0,0,19,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357330,0,0,0,0,0,0,0,0,0,18,1,0,5,288,0,44,59,8,89,381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,134,0,338,0,0,0,0,0,163,0,73,0,49,11,0,87,0,0,0,0,0,0,2,4,0,0,0,0,0,89,1,1,39,72,1,1,30,4,0,0,0,0,0,0,48,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,9,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
358856,0,0,0,0,0,0,0,0,0,14,1,0,2,165,0,29,14,0,88,52,244,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,478,734,3,148,0,0,0,0,3,45,0,7,0,11,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,33,1,1,0,0,0,0,0,0,0,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,167,0,31,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926112,0,0,0,0,0,0,0,0,0,13,0,0,0,97,0,6,2,0,145,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,90,0,0,0,0,220,43,446,2,0,0,6,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,6,0,0,2,5,0,0,7,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
