issuer_code,type_day,violation_code,count
333733,Weekend,82,4
333733,Weekend,84,1
337778,Week,10,4
337778,Week,13,10
337778,Week,14,95
337778,Week,16,121
337778,Week,17,33
337778,Week,19,74
337778,Week,20,176
337778,Week,21,399
337778,Week,24,8
337778,Week,28,1
337778,Week,31,2
337778,Week,34,2
337778,Week,37,679
337778,Week,38,564
337778,Week,39,17
337778,Week,40,107
337778,Week,42,7
337778,Week,46,355
337778,Week,48,11
337778,Week,50,10
337778,Week,51,21
337778,Week,53,2
337778,Week,60,6
337778,Week,61,1
337778,Week,64,2
337778,Week,69,3
337778,Week,70,170
337778,Week,71,293
337778,Week,73,1
337778,Week,74,8
337778,Week,75,3
337778,Week,77,5
337778,Week,83,1
337778,Week,98,4
337778,Weekend,10,6
337778,Weekend,11,1
337778,Weekend,14,19
337778,Weekend,16,21
337778,Weekend,17,8
337778,Weekend,19,19
337778,Weekend,20,36
337778,Weekend,21,4
337778,Weekend,27,1
337778,Weekend,31,2
337778,Weekend,37,98
337778,Weekend,38,121
337778,Weekend,40,47
337778,Weekend,46,33
337778,Weekend,50,1
337778,Weekend,51,8
337778,Weekend,53,1
337778,Weekend,60,1
337778,Weekend,61,2
337778,Weekend,62,2
337778,Weekend,64,9
337778,Weekend,70,78
337778,Weekend,71,128
337778,Weekend,72,1
337778,Weekend,74,5
337778,Weekend,81,1
337778,Weekend,98,1
340051,Week,10,18
340051,Week,11,37
340051,Week,13,12
340051,Week,14,1649
340051,Week,16,40
340051,Week,17,13
340051,Week,18,38
340051,Week,19,52
340051,Week,20,53
340051,Week,21,33
340051,Week,31,1189
340051,Week,38,2
340051,Week,40,428
340051,Week,46,240
340051,Week,47,183
340051,Week,48,24
340051,Week,50,11
340051,Week,51,5
340051,Week,61,1
340051,Week,64,13
340051,Week,69,1
340051,Week,70,8
340051,Week,71,13
340051,Week,74,1
340051,Week,82,4
340051,Week,84,24
340051,Weekend,10,8
340051,Weekend,13,5
340051,Weekend,14,377
340051,Weekend,16,16
340051,Weekend,17,12
340051,Weekend,19,51
340051,Weekend,20,18
340051,Weekend,31,38
340051,Weekend,40,142
340051,Weekend,46,134
340051,Weekend,47,17
340051,Weekend,48,10
340051,Weekend,53,8
340051,Weekend,64,5
340051,Weekend,67,1
340051,Weekend,69,3
340051,Weekend,70,3
340051,Weekend,71,6
340051,Weekend,84,1
341298,Week,8,17
341298,Week,9,12
341298,Week,10,15
341298,Week,11,8
341298,Week,13,74
341298,Week,14,245
341298,Week,16,42
341298,Week,17,34
341298,Week,19,28
341298,Week,20,25
341298,Week,21,4
341298,Week,31,945
341298,Week,35,2
341298,Week,37,12
341298,Week,38,42
341298,Week,39,135
341298,Week,40,4
341298,Week,42,153
341298,Week,45,5
341298,Week,46,193
341298,Week,47,99
341298,Week,48,2
341298,Week,51,14
341298,Week,53,4
341298,Week,64,19
341298,Week,69,270
341298,Week,70,8
341298,Week,71,4
341298,Week,73,6
341298,Week,74,61
341298,Week,77,12
341298,Week,82,587
341298,Week,83,20
341298,Week,84,15
341298,Week,89,109
341943,Week,9,1
341943,Week,10,2
341943,Week,11,3
341943,Week,13,29
341943,Week,14,721
341943,Week,16,3
341943,Week,17,35
341943,Week,19,22
341943,Week,20,4
341943,Week,31,199
341943,Week,35,32
341943,Week,38,3
341943,Week,40,5
341943,Week,42,295
341943,Week,46,9
341943,Week,47,246
341943,Week,48,1
341943,Week,51,45
341943,Week,64,2
341943,Week,69,824
341943,Week,70,7
341943,Week,71,10
341943,Week,74,3
341943,Week,82,16
341943,Week,84,41
341943,Weekend,13,18
341943,Weekend,14,229
341943,Weekend,17,34
341943,Weekend,19,16
341943,Weekend,20,12
341943,Weekend,31,11
341943,Weekend,35,7
341943,Weekend,37,80
341943,Weekend,38,183
341943,Weekend,40,46
341943,Weekend,42,9
341943,Weekend,46,32
341943,Weekend,47,64
341943,Weekend,64,2
341943,Weekend,69,35
341943,Weekend,70,8
341943,Weekend,71,32
341943,Weekend,74,2
341943,Weekend,82,15
341943,Weekend,84,22
341980,Week,10,7
341980,Week,13,42
341980,Week,14,262
341980,Week,16,803
341980,Week,17,43
341980,Week,19,31
341980,Week,20,947
341980,Week,23,2
341980,Week,31,294
341980,Week,37,3
341980,Week,38,26
341980,Week,40,125
341980,Week,42,12
341980,Week,46,52
341980,Week,47,35
341980,Week,48,10
341980,Week,50,4
341980,Week,51,12
341980,Week,53,9
341980,Week,67,1
341980,Week,69,34
341980,Week,70,12
341980,Week,71,27
341980,Week,74,19
341980,Week,82,17
341980,Week,84,14
341980,Weekend,11,1
341980,Weekend,13,1
341980,Weekend,14,50
341980,Weekend,16,105
341980,Weekend,17,5
341980,Weekend,19,3
341980,Weekend,20,20
341980,Weekend,21,9
341980,Weekend,31,21
341980,Weekend,37,1
341980,Weekend,38,8
341980,Weekend,40,37
341980,Weekend,46,14
341980,Weekend,47,14
341980,Weekend,48,4
341980,Weekend,51,3
341980,Weekend,53,5
341980,Weekend,66,4
341980,Weekend,69,7
341980,Weekend,70,2
341980,Weekend,71,5
341980,Weekend,74,6
341980,Weekend,82,2
342966,Week,10,57
342966,Week,11,94
342966,Week,13,13
342966,Week,14,1599
342966,Week,16,38
342966,Week,17,24
342966,Week,18,3
342966,Week,19,84
342966,Week,20,55
342966,Week,21,31
342966,Week,23,4
342966,Week,31,1156
342966,Week,38,2
342966,Week,40,472
342966,Week,46,249
342966,Week,47,193
342966,Week,48,38
342966,Week,50,18
342966,Week,51,7
342966,Week,53,18
342966,Week,64,13
342966,Week,67,8
342966,Week,69,9
342966,Week,70,7
342966,Week,71,15
342966,Week,73,1
342966,Week,74,1
342966,Week,82,10
342966,Week,84,55
342966,Weekend,13,1
342966,Weekend,14,68
342966,Weekend,16,6
342966,Weekend,19,8
342966,Weekend,20,4
342966,Weekend,31,53
342966,Weekend,40,8
342966,Weekend,46,20
342966,Weekend,47,6
342966,Weekend,48,2
342966,Weekend,50,1
342966,Weekend,64,2
342966,Weekend,82,1
342966,Weekend,84,1
343918,Week,11,1
343918,Week,14,299
343918,Week,16,44
343918,Week,17,37
343918,Week,18,1
343918,Week,19,198
343918,Week,20,561
343918,Week,21,1341
343918,Week,38,19
343918,Week,40,213
343918,Week,46,164
343918,Week,48,20
343918,Week,50,28
343918,Week,51,11
343918,Week,53,18
343918,Week,60,66
343918,Week,61,4
343918,Week,67,5
343918,Week,70,17
343918,Week,71,34
343918,Week,74,4
343918,Week,84,264
343918,Weekend,14,24
343918,Weekend,16,24
343918,Weekend,17,18
343918,Weekend,19,29
343918,Weekend,20,66
343918,Weekend,21,156
343918,Weekend,38,4
343918,Weekend,40,106
343918,Weekend,46,10
343918,Weekend,48,1
343918,Weekend,50,13
343918,Weekend,51,1
343918,Weekend,53,4
343918,Weekend,67,1
343918,Weekend,70,6
343918,Weekend,71,4
343918,Weekend,74,1
343918,Weekend,84,27
344778,Week,11,4
344778,Week,14,231
344778,Week,16,68
344778,Week,17,17
344778,Week,18,8
344778,Week,19,45
344778,Week,20,330
344778,Week,21,1937
344778,Week,24,2
344778,Week,37,4
344778,Week,38,28
344778,Week,40,801
344778,Week,45,3
344778,Week,46,126
344778,Week,48,22
344778,Week,50,64
344778,Week,51,1
344778,Week,53,5
344778,Week,60,21
344778,Week,61,1
344778,Week,67,1
344778,Week,70,47
344778,Week,71,74
344778,Week,74,7
344778,Week,75,3
344778,Week,82,4
344778,Week,83,5
344778,Week,84,2
344778,Weekend,11,6
344778,Weekend,14,113
344778,Weekend,16,45
344778,Weekend,17,15
344778,Weekend,19,44
344778,Weekend,20,179
344778,Weekend,21,277
344778,Weekend,37,2
344778,Weekend,38,112
344778,Weekend,40,825
344778,Weekend,46,7
344778,Weekend,48,4
344778,Weekend,50,72
344778,Weekend,51,1
344778,Weekend,53,3
344778,Weekend,60,3
344778,Weekend,67,2
344778,Weekend,68,1
344778,Weekend,70,32
344778,Weekend,71,49
344778,Weekend,74,1
344778,Weekend,82,1
344778,Weekend,83,2
344778,Weekend,98,1
345221,Week,8,1
345221,Week,10,135
345221,Week,13,27
345221,Week,14,911
345221,Week,16,201
345221,Week,17,27
345221,Week,18,107
345221,Week,19,218
345221,Week,20,113
345221,Week,21,1914
345221,Week,24,3
345221,Week,37,35
345221,Week,38,62
345221,Week,40,162
345221,Week,46,118
345221,Week,48,20
345221,Week,49,1
345221,Week,50,12
345221,Week,51,2
345221,Week,53,19
345221,Week,60,6
345221,Week,61,2
345221,Week,64,2
345221,Week,70,29
345221,Week,71,40
345221,Week,74,2
345221,Week,82,1
345221,Week,84,163
345221,Week,98,1
345221,Weekend,10,11
345221,Weekend,13,1
345221,Weekend,14,52
345221,Weekend,16,19
345221,Weekend,17,2
345221,Weekend,19,37
345221,Weekend,20,20
345221,Weekend,21,43
345221,Weekend,38,15
345221,Weekend,40,39
345221,Weekend,46,23
345221,Weekend,48,1
345221,Weekend,50,1
345221,Weekend,51,1
345221,Weekend,53,3
345221,Weekend,60,1
345221,Weekend,70,5
345221,Weekend,71,7
345221,Weekend,74,1
345221,Weekend,84,7
345238,Week,10,47
345238,Week,11,1
345238,Week,13,8
345238,Week,14,392
345238,Week,16,124
345238,Week,17,89
345238,Week,18,46
345238,Week,19,153
345238,Week,20,333
345238,Week,21,842
345238,Week,24,39
345238,Week,31,75
345238,Week,37,41
345238,Week,38,227
345238,Week,40,16
345238,Week,42,48
345238,Week,46,10
345238,Week,47,537
345238,Week,48,125
345238,Week,50,3
345238,Week,51,4
345238,Week,53,68
345238,Week,59,1
345238,Week,64,1
345238,Week,69,262
345238,Week,70,7
345238,Week,71,21
345238,Week,82,20
345238,Week,83,5
345238,Week,84,18
345238,Week,98,1
345238,Weekend,10,3
345238,Weekend,13,8
345238,Weekend,14,75
345238,Weekend,16,87
345238,Weekend,17,55
345238,Weekend,19,32
345238,Weekend,20,80
345238,Weekend,21,93
345238,Weekend,24,1
345238,Weekend,31,7
345238,Weekend,37,13
345238,Weekend,38,70
345238,Weekend,40,16
345238,Weekend,46,1
345238,Weekend,47,44
345238,Weekend,48,14
345238,Weekend,53,10
345238,Weekend,69,11
345238,Weekend,70,2
345238,Weekend,71,12
345238,Weekend,74,2
345238,Weekend,83,1
345238,Weekend,84,1
345275,Week,8,70
345275,Week,10,33
345275,Week,11,5
345275,Week,13,52
345275,Week,14,1712
345275,Week,16,1
345275,Week,17,10
345275,Week,19,80
345275,Week,20,3
345275,Week,21,6
345275,Week,24,1
345275,Week,31,35
345275,Week,38,33
345275,Week,40,56
345275,Week,46,514
345275,Week,47,389
345275,Week,48,26
345275,Week,50,32
345275,Week,51,17
345275,Week,61,2
345275,Week,64,14
345275,Week,67,2
345275,Week,69,281
345275,Week,70,1
345275,Week,73,3
345275,Week,74,17
345275,Week,82,36
345275,Week,84,293
345275,Weekend,8,32
345275,Weekend,10,9
345275,Weekend,11,2
345275,Weekend,13,93
345275,Weekend,14,512
345275,Weekend,16,18
345275,Weekend,17,42
345275,Weekend,19,37
345275,Weekend,20,122
345275,Weekend,21,2
345275,Weekend,24,18
345275,Weekend,31,17
345275,Weekend,38,24
345275,Weekend,40,71
345275,Weekend,42,1
345275,Weekend,46,181
345275,Weekend,47,72
345275,Weekend,48,25
345275,Weekend,50,32
345275,Weekend,51,6
345275,Weekend,64,4
345275,Weekend,69,55
345275,Weekend,70,4
345275,Weekend,74,4
345275,Weekend,82,15
345275,Weekend,83,14
345275,Weekend,84,72
345275,Weekend,98,2
345331,Week,10,1
345331,Week,11,1
345331,Week,14,165
345331,Week,16,42
345331,Week,17,25
345331,Week,19,68
345331,Week,20,545
345331,Week,21,1355
345331,Week,24,13
345331,Week,38,53
345331,Week,40,141
345331,Week,46,29
345331,Week,48,39
345331,Week,50,27
345331,Week,51,3
345331,Week,52,15
345331,Week,53,21
345331,Week,60,34
345331,Week,61,23
345331,Week,62,3
345331,Week,66,29
345331,Week,67,1
345331,Week,68,3
345331,Week,70,67
345331,Week,71,172
345331,Week,73,2
345331,Week,74,51
345331,Week,75,2
345331,Week,82,4
345331,Week,84,12
345331,Weekend,14,36
345331,Weekend,16,10
345331,Weekend,17,7
345331,Weekend,19,36
345331,Weekend,20,114
345331,Weekend,21,214
345331,Weekend,38,43
345331,Weekend,40,83
345331,Weekend,46,3
345331,Weekend,48,3
345331,Weekend,50,16
345331,Weekend,51,2
345331,Weekend,52,1
345331,Weekend,53,5
345331,Weekend,60,8
345331,Weekend,61,14
345331,Weekend,66,10
345331,Weekend,68,2
345331,Weekend,70,35
345331,Weekend,71,98
345331,Weekend,74,20
345331,Weekend,75,1
345331,Weekend,82,1
345331,Weekend,84,1
345331,Weekend,98,5
345536,Week,10,5
345536,Week,11,28
345536,Week,13,10
345536,Week,14,535
345536,Week,16,37
345536,Week,17,10
345536,Week,19,36
345536,Week,20,22
345536,Week,21,17
345536,Week,24,1
345536,Week,31,91
345536,Week,38,18
345536,Week,40,40
345536,Week,42,5
345536,Week,45,2
345536,Week,46,40
345536,Week,47,85
345536,Week,48,16
345536,Week,50,3
345536,Week,51,6
345536,Week,53,1
345536,Week,64,15
345536,Week,67,1
345536,Week,69,61
345536,Week,70,3
345536,Week,71,9
345536,Week,72,1
345536,Week,84,15
345536,Weekend,13,6
345536,Weekend,14,166
345536,Weekend,16,25
345536,Weekend,17,14
345536,Weekend,18,1
345536,Weekend,19,13
345536,Weekend,20,19
345536,Weekend,21,1
345536,Weekend,31,52
345536,Weekend,37,1
345536,Weekend,38,9
345536,Weekend,40,60
345536,Weekend,46,44
345536,Weekend,47,20
345536,Weekend,48,6
345536,Weekend,50,1
345536,Weekend,51,1
345536,Weekend,53,6
345536,Weekend,60,1
345536,Weekend,64,5
345536,Weekend,67,1
345536,Weekend,69,5
345536,Weekend,71,10
345536,Weekend,84,3
345560,Week,13,2
345560,Week,14,227
345560,Week,16,57
345560,Week,17,5
345560,Week,18,1
345560,Week,19,138
345560,Week,20,429
345560,Week,21,1408
345560,Week,38,16
345560,Week,40,520
345560,Week,46,346
345560,Week,48,14
345560,Week,50,103
345560,Week,51,10
345560,Week,53,6
345560,Week,60,39
345560,Week,67,12
345560,Week,70,53
345560,Week,71,87
345560,Week,74,57
345560,Week,83,1
345560,Week,84,1
345560,Weekend,14,22
345560,Weekend,16,3
345560,Weekend,17,2
345560,Weekend,19,23
345560,Weekend,20,51
345560,Weekend,21,83
345560,Weekend,38,5
345560,Weekend,40,82
345560,Weekend,46,5
345560,Weekend,48,2
345560,Weekend,50,17
345560,Weekend,53,1
345560,Weekend,60,3
345560,Weekend,67,1
345560,Weekend,70,16
345560,Weekend,71,29
345560,Weekend,74,3
346105,Week,10,5
346105,Week,13,2
346105,Week,14,276
346105,Week,16,77
346105,Week,17,72
346105,Week,18,19
346105,Week,19,180
346105,Week,20,1023
346105,Week,21,2118
346105,Week,24,4
346105,Week,37,101
346105,Week,38,250
346105,Week,40,234
346105,Week,46,310
346105,Week,48,95
346105,Week,50,45
346105,Week,51,15
346105,Week,53,13
346105,Week,60,15
346105,Week,61,3
346105,Week,70,80
346105,Week,71,230
346105,Week,74,18
346105,Week,75,6
346105,Week,82,34
346105,Week,84,17
346105,Week,98,2
346105,Weekend,10,1
346105,Weekend,13,3
346105,Weekend,14,48
346105,Weekend,16,20
346105,Weekend,17,6
346105,Weekend,19,39
346105,Weekend,20,169
346105,Weekend,21,127
346105,Weekend,37,1
346105,Weekend,38,56
346105,Weekend,40,76
346105,Weekend,46,24
346105,Weekend,48,9
346105,Weekend,50,11
346105,Weekend,51,4
346105,Weekend,53,1
346105,Weekend,61,1
346105,Weekend,66,1
346105,Weekend,70,31
346105,Weekend,71,69
346105,Weekend,74,6
346105,Weekend,75,2
346105,Weekend,82,8
346109,Week,8,1
346109,Week,10,10
346109,Week,13,34
346109,Week,14,1447
346109,Week,16,35
346109,Week,17,25
346109,Week,19,90
346109,Week,20,56
346109,Week,23,6
346109,Week,31,375
346109,Week,40,23
346109,Week,42,18
346109,Week,46,209
346109,Week,47,262
346109,Week,48,29
346109,Week,50,4
346109,Week,51,15
346109,Week,53,2
346109,Week,60,2
346109,Week,61,3
346109,Week,64,24
346109,Week,69,215
346109,Week,70,10
346109,Week,71,2
346109,Week,74,10
346109,Week,77,3
346109,Week,79,11
346109,Week,82,12
346109,Week,83,1
346109,Week,84,239
346109,Week,89,6
346109,Weekend,10,1
346109,Weekend,13,3
346109,Weekend,14,55
346109,Weekend,16,5
346109,Weekend,17,1
346109,Weekend,19,12
346109,Weekend,20,4
346109,Weekend,23,1
346109,Weekend,31,16
346109,Weekend,38,8
346109,Weekend,40,3
346109,Weekend,46,15
346109,Weekend,47,10
346109,Weekend,48,1
346109,Weekend,50,1
346109,Weekend,51,2
346109,Weekend,61,1
346109,Weekend,64,1
346109,Weekend,69,11
346109,Weekend,74,2
346109,Weekend,84,23
346109,Weekend,89,2
346330,Week,10,20
346330,Week,13,56
346330,Week,14,1340
346330,Week,16,507
346330,Week,17,153
346330,Week,18,273
346330,Week,19,76
346330,Week,20,319
346330,Week,21,76
346330,Week,23,1
346330,Week,31,399
346330,Week,40,55
346330,Week,43,1
346330,Week,46,77
346330,Week,47,110
346330,Week,48,44
346330,Week,50,1
346330,Week,51,37
346330,Week,61,5
346330,Week,64,20
346330,Week,66,4
346330,Week,69,9
346330,Week,70,19
346330,Week,71,35
346330,Week,74,11
346330,Week,77,3
346330,Week,82,28
346330,Week,83,43
346330,Week,84,54
346330,Weekend,10,5
346330,Weekend,13,8
346330,Weekend,14,284
346330,Weekend,16,136
346330,Weekend,17,32
346330,Weekend,19,21
346330,Weekend,20,144
346330,Weekend,21,115
346330,Weekend,31,45
346330,Weekend,38,78
346330,Weekend,40,23
346330,Weekend,46,22
346330,Weekend,47,5
346330,Weekend,48,12
